donor	method	state	gene	fields	eligible	called	correct	allele_matches	stratum	family
NA20809	T1K	complete	DPB1	4	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	DQA1	4	1	1	1	2	EUR	NA20809
NA20809	T1K	complete	DQB1	4	1	1	0	1	EUR	NA20809
NA20809	T1K	complete	DRB1	4	0	0	0	0	EUR	NA20809
NA20809	ipd_genome	complete	A	2	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	B	2	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	C	2	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DRB1	2	1	1	0	1	EUR	NA20809
NA20809	ipd_genome	complete	A	4	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	B	4	0	0	0	0	EUR	NA20809
NA20809	ipd_genome	complete	C	4	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DQA1	4	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	NA20809
NA20809	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	NA20809
NA20809	all	complete	A	2	1	1	1	2	EUR	NA20809
NA20809	all	complete	B	2	1	1	1	2	EUR	NA20809
NA20809	all	complete	C	2	1	1	1	2	EUR	NA20809
NA20809	all	complete	DPA1	2	1	1	1	2	EUR	NA20809
NA20809	all	complete	DPB1	2	1	1	1	2	EUR	NA20809
NA20809	all	complete	DQA1	2	1	1	1	2	EUR	NA20809
NA20809	all	complete	DQB1	2	1	1	1	2	EUR	NA20809
NA20809	all	complete	DRB1	2	1	1	0	1	EUR	NA20809
NA20809	all	complete	A	4	1	1	1	2	EUR	NA20809
NA20809	all	complete	B	4	0	0	0	0	EUR	NA20809
NA20809	all	complete	C	4	1	1	1	2	EUR	NA20809
NA20809	all	complete	DPA1	4	1	1	1	2	EUR	NA20809
NA20809	all	complete	DPB1	4	1	1	1	2	EUR	NA20809
NA20809	all	complete	DQA1	4	1	1	1	2	EUR	NA20809
NA20809	all	complete	DQB1	4	1	1	1	2	EUR	NA20809
NA20809	all	complete	DRB1	4	0	0	0	0	EUR	NA20809
HG00272	T1K	complete	A	2	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	B	2	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	C	2	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	DPA1	2	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	DPB1	2	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	DQA1	2	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	DQB1	2	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	DRB1	2	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	A	4	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	B	4	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	C	4	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	DPA1	4	0	0	0	0	EUR	HG00272
HG00272	T1K	complete	DPB1	4	1	1	0	0	EUR	HG00272
HG00272	T1K	complete	DQA1	4	1	1	0	1	EUR	HG00272
HG00272	T1K	complete	DQB1	4	1	1	1	2	EUR	HG00272
HG00272	T1K	complete	DRB1	4	0	0	0	0	EUR	HG00272
HG00272	ipd_genome	complete	A	2	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	B	2	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	C	2	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	A	4	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	B	4	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	C	4	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	DPA1	4	0	0	0	0	EUR	HG00272
HG00272	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	DQA1	4	1	1	0	1	EUR	HG00272
HG00272	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	HG00272
HG00272	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	HG00272
HG00272	all	complete	A	2	1	1	1	2	EUR	HG00272
HG00272	all	complete	B	2	1	1	1	2	EUR	HG00272
HG00272	all	complete	C	2	1	1	1	2	EUR	HG00272
HG00272	all	complete	DPA1	2	1	1	1	2	EUR	HG00272
HG00272	all	complete	DPB1	2	1	1	1	2	EUR	HG00272
HG00272	all	complete	DQA1	2	1	1	1	2	EUR	HG00272
HG00272	all	complete	DQB1	2	1	1	1	2	EUR	HG00272
HG00272	all	complete	DRB1	2	1	1	1	2	EUR	HG00272
HG00272	all	complete	A	4	1	1	1	2	EUR	HG00272
HG00272	all	complete	B	4	1	1	1	2	EUR	HG00272
HG00272	all	complete	C	4	1	1	1	2	EUR	HG00272
HG00272	all	complete	DPA1	4	0	0	0	0	EUR	HG00272
HG00272	all	complete	DPB1	4	1	1	1	2	EUR	HG00272
HG00272	all	complete	DQA1	4	1	1	0	1	EUR	HG00272
HG00272	all	complete	DQB1	4	1	1	1	2	EUR	HG00272
HG00272	all	complete	DRB1	4	0	0	0	0	EUR	HG00272
HG00133	T1K	complete	A	2	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	B	2	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	C	2	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	DPA1	2	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	DPB1	2	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	DQA1	2	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	DQB1	2	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	DRB1	2	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	A	4	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	B	4	0	0	0	0	EUR	HG00133
HG00133	T1K	complete	C	4	1	1	0	1	EUR	HG00133
HG00133	T1K	complete	DPA1	4	1	1	0	1	EUR	HG00133
HG00133	T1K	complete	DPB1	4	1	1	0	1	EUR	HG00133
HG00133	T1K	complete	DQA1	4	0	0	0	0	EUR	HG00133
HG00133	T1K	complete	DQB1	4	1	1	1	2	EUR	HG00133
HG00133	T1K	complete	DRB1	4	0	0	0	0	EUR	HG00133
HG00133	ipd_genome	complete	A	2	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	B	2	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	C	2	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	A	4	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	B	4	0	0	0	0	EUR	HG00133
HG00133	ipd_genome	complete	C	4	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DQA1	4	0	0	0	0	EUR	HG00133
HG00133	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	HG00133
HG00133	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	HG00133
HG00133	all	complete	A	2	1	1	1	2	EUR	HG00133
HG00133	all	complete	B	2	1	1	1	2	EUR	HG00133
HG00133	all	complete	C	2	1	1	1	2	EUR	HG00133
HG00133	all	complete	DPA1	2	1	1	1	2	EUR	HG00133
HG00133	all	complete	DPB1	2	1	1	1	2	EUR	HG00133
HG00133	all	complete	DQA1	2	1	1	1	2	EUR	HG00133
HG00133	all	complete	DQB1	2	1	1	1	2	EUR	HG00133
HG00133	all	complete	DRB1	2	1	1	1	2	EUR	HG00133
HG00133	all	complete	A	4	1	1	1	2	EUR	HG00133
HG00133	all	complete	B	4	0	0	0	0	EUR	HG00133
HG00133	all	complete	C	4	1	1	1	2	EUR	HG00133
HG00133	all	complete	DPA1	4	1	1	1	2	EUR	HG00133
HG00133	all	complete	DPB1	4	1	1	1	2	EUR	HG00133
HG00133	all	complete	DQA1	4	0	0	0	0	EUR	HG00133
HG00133	all	complete	DQB1	4	1	1	1	2	EUR	HG00133
HG00133	all	complete	DRB1	4	0	0	0	0	EUR	HG00133
NA20805	T1K	complete	A	2	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	B	2	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	C	2	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	DPA1	2	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	DPB1	2	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	DQA1	2	1	1	0	1	EUR	NA20805
NA20805	T1K	complete	DQB1	2	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	DRB1	2	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	A	4	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	B	4	1	1	0	1	EUR	NA20805
NA20805	T1K	complete	C	4	0	0	0	0	EUR	NA20805
NA20805	T1K	complete	DPA1	4	1	1	0	1	EUR	NA20805
NA20805	T1K	complete	DPB1	4	1	1	1	2	EUR	NA20805
NA20805	T1K	complete	DQA1	4	1	1	0	1	EUR	NA20805
NA20805	T1K	complete	DQB1	4	1	1	0	1	EUR	NA20805
NA20805	T1K	complete	DRB1	4	0	0	0	0	EUR	NA20805
NA20805	ipd_genome	complete	A	2	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	B	2	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	C	2	1	1	0	1	EUR	NA20805
NA20805	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	A	4	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	B	4	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	C	4	0	0	0	0	EUR	NA20805
NA20805	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	DPB1	4	1	1	0	0	EUR	NA20805
NA20805	ipd_genome	complete	DQA1	4	1	1	0	1	EUR	NA20805
NA20805	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	NA20805
NA20805	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	NA20805
NA20805	all	complete	A	2	1	1	1	2	EUR	NA20805
NA20805	all	complete	B	2	1	1	1	2	EUR	NA20805
NA20805	all	complete	C	2	1	1	0	1	EUR	NA20805
NA20805	all	complete	DPA1	2	1	1	1	2	EUR	NA20805
NA20805	all	complete	DPB1	2	1	1	1	2	EUR	NA20805
NA20805	all	complete	DQA1	2	1	1	1	2	EUR	NA20805
NA20805	all	complete	DQB1	2	1	1	1	2	EUR	NA20805
NA20805	all	complete	DRB1	2	1	1	1	2	EUR	NA20805
NA20805	all	complete	A	4	1	1	1	2	EUR	NA20805
NA20805	all	complete	B	4	1	1	1	2	EUR	NA20805
NA20805	all	complete	C	4	0	0	0	0	EUR	NA20805
NA20805	all	complete	DPA1	4	1	1	1	2	EUR	NA20805
NA20805	all	complete	DPB1	4	1	1	0	0	EUR	NA20805
NA20805	all	complete	DQA1	4	1	1	0	1	EUR	NA20805
NA20805	all	complete	DQB1	4	1	1	1	2	EUR	NA20805
NA20805	all	complete	DRB1	4	0	0	0	0	EUR	NA20805
HG00320	T1K	complete	A	2	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	B	2	1	1	0	1	EUR	HG00320
HG00320	T1K	complete	C	2	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DPA1	2	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DPB1	2	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DQA1	2	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DQB1	2	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DRB1	2	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	A	4	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	B	4	1	0	0	0	EUR	HG00320
HG00320	T1K	complete	C	4	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DPA1	4	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DPB1	4	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DQA1	4	1	1	0	0	EUR	HG00320
HG00320	T1K	complete	DQB1	4	1	1	1	2	EUR	HG00320
HG00320	T1K	complete	DRB1	4	0	0	0	0	EUR	HG00320
HG00320	ipd_genome	complete	A	2	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	B	2	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	C	2	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	DQA1	2	1	1	0	1	EUR	HG00320
HG00320	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	DRB1	2	1	1	0	1	EUR	HG00320
HG00320	ipd_genome	complete	A	4	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	B	4	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	C	4	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	DPA1	4	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	DQA1	4	1	0	0	1	EUR	HG00320
HG00320	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	HG00320
HG00320	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	HG00320
HG00320	all	complete	A	2	1	1	1	2	EUR	HG00320
HG00320	all	complete	B	2	1	1	1	2	EUR	HG00320
HG00320	all	complete	C	2	1	1	1	2	EUR	HG00320
HG00320	all	complete	DPA1	2	1	1	1	2	EUR	HG00320
HG00320	all	complete	DPB1	2	1	1	1	2	EUR	HG00320
HG00320	all	complete	DQA1	2	1	1	1	2	EUR	HG00320
HG00320	all	complete	DQB1	2	1	1	1	2	EUR	HG00320
HG00320	all	complete	DRB1	2	1	1	0	1	EUR	HG00320
HG00320	all	complete	A	4	1	1	1	2	EUR	HG00320
HG00320	all	complete	B	4	1	1	1	2	EUR	HG00320
HG00320	all	complete	C	4	1	1	1	2	EUR	HG00320
HG00320	all	complete	DPA1	4	1	1	1	2	EUR	HG00320
HG00320	all	complete	DPB1	4	1	1	1	2	EUR	HG00320
HG00320	all	complete	DQA1	4	1	1	0	1	EUR	HG00320
HG00320	all	complete	DQB1	4	1	1	1	2	EUR	HG00320
HG00320	all	complete	DRB1	4	0	0	0	0	EUR	HG00320
HG00140	T1K	complete	A	2	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	B	2	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	C	2	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	DPA1	2	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	DPB1	2	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	DQA1	2	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	DQB1	2	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	DRB1	2	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	A	4	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	B	4	1	1	0	1	EUR	HG00140
HG00140	T1K	complete	C	4	1	0	0	1	EUR	HG00140
HG00140	T1K	complete	DPA1	4	0	0	0	0	EUR	HG00140
HG00140	T1K	complete	DPB1	4	1	1	0	1	EUR	HG00140
HG00140	T1K	complete	DQA1	4	1	1	1	2	EUR	HG00140
HG00140	T1K	complete	DQB1	4	1	1	0	1	EUR	HG00140
HG00140	T1K	complete	DRB1	4	0	0	0	0	EUR	HG00140
HG00140	ipd_genome	complete	A	2	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	B	2	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	C	2	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	A	4	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	B	4	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	C	4	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	DPA1	4	0	0	0	0	EUR	HG00140
HG00140	ipd_genome	complete	DPB1	4	1	1	0	1	EUR	HG00140
HG00140	ipd_genome	complete	DQA1	4	1	1	0	1	EUR	HG00140
HG00140	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	HG00140
HG00140	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	HG00140
HG00140	all	complete	A	2	1	1	1	2	EUR	HG00140
HG00140	all	complete	B	2	1	1	1	2	EUR	HG00140
HG00140	all	complete	C	2	1	1	1	2	EUR	HG00140
HG00140	all	complete	DPA1	2	1	1	1	2	EUR	HG00140
HG00140	all	complete	DPB1	2	1	1	1	2	EUR	HG00140
HG00140	all	complete	DQA1	2	1	1	1	2	EUR	HG00140
HG00140	all	complete	DQB1	2	1	1	1	2	EUR	HG00140
HG00140	all	complete	DRB1	2	1	1	1	2	EUR	HG00140
HG00140	all	complete	A	4	1	1	1	2	EUR	HG00140
HG00140	all	complete	B	4	1	1	1	2	EUR	HG00140
HG00140	all	complete	C	4	1	1	1	2	EUR	HG00140
HG00140	all	complete	DPA1	4	0	0	0	0	EUR	HG00140
HG00140	all	complete	DPB1	4	1	1	0	1	EUR	HG00140
HG00140	all	complete	DQA1	4	1	1	0	1	EUR	HG00140
HG00140	all	complete	DQB1	4	1	1	1	2	EUR	HG00140
HG00140	all	complete	DRB1	4	0	0	0	0	EUR	HG00140
NA20762	T1K	complete	A	2	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	B	2	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	C	2	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	DPA1	2	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	DPB1	2	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	DQA1	2	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	DQB1	2	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	DRB1	2	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	A	4	1	1	1	2	EUR	NA20762
NA20762	T1K	complete	B	4	1	1	0	1	EUR	NA20762
NA20762	T1K	complete	C	4	0	0	0	0	EUR	NA20762
NA20762	T1K	complete	DPA1	4	0	0	0	0	EUR	NA20762
NA20762	T1K	complete	DPB1	4	1	1	0	1	EUR	NA20762
NA20762	T1K	complete	DQA1	4	1	1	0	1	EUR	NA20762
NA20762	T1K	complete	DQB1	4	1	1	0	1	EUR	NA20762
NA20762	T1K	complete	DRB1	4	0	0	0	0	EUR	NA20762
NA20762	ipd_genome	complete	A	2	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	B	2	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	C	2	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	DPA1	2	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	DPB1	2	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	DQA1	2	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	DQB1	2	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	DRB1	2	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	A	4	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	B	4	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	C	4	0	0	0	0	EUR	NA20762
NA20762	ipd_genome	complete	DPA1	4	0	0	0	0	EUR	NA20762
NA20762	ipd_genome	complete	DPB1	4	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	DQA1	4	1	1	0	1	EUR	NA20762
NA20762	ipd_genome	complete	DQB1	4	1	1	1	2	EUR	NA20762
NA20762	ipd_genome	complete	DRB1	4	0	0	0	0	EUR	NA20762
NA20762	all	complete	A	2	1	1	1	2	EUR	NA20762
NA20762	all	complete	B	2	1	1	1	2	EUR	NA20762
NA20762	all	complete	C	2	1	1	1	2	EUR	NA20762
NA20762	all	complete	DPA1	2	1	1	1	2	EUR	NA20762
NA20762	all	complete	DPB1	2	1	1	1	2	EUR	NA20762
NA20762	all	complete	DQA1	2	1	1	1	2	EUR	NA20762
NA20762	all	complete	DQB1	2	1	1	1	2	EUR	NA20762
NA20762	all	complete	DRB1	2	1	1	1	2	EUR	NA20762
NA20762	all	complete	A	4	1	1	1	2	EUR	NA20762
NA20762	all	complete	B	4	1	1	1	2	EUR	NA20762
NA20762	all	complete	C	4	0	0	0	0	EUR	NA20762
NA20762	all	complete	DPA1	4	0	0	0	0	EUR	NA20762
NA20762	all	complete	DPB1	4	1	1	1	2	EUR	NA20762
NA20762	all	complete	DQA1	4	1	1	0	1	EUR	NA20762
NA20762	all	complete	DQB1	4	1	1	1	2	EUR	NA20762
NA20762	all	complete	DRB1	4	0	0	0	0	EUR	NA20762
HG03516	T1K	complete	A	2	1	1	1	2	AFR	NG107
HG03516	T1K	complete	B	2	1	1	1	2	AFR	NG107
HG03516	T1K	complete	C	2	1	1	1	2	AFR	NG107
HG03516	T1K	complete	DPA1	2	0	0	0	0	AFR	NG107
HG03516	T1K	complete	DPB1	2	1	1	1	2	AFR	NG107
HG03516	T1K	complete	DQA1	2	1	1	1	2	AFR	NG107
HG03516	T1K	complete	DQB1	2	1	1	1	2	AFR	NG107
HG03516	T1K	complete	DRB1	2	1	1	1	2	AFR	NG107
HG03516	T1K	complete	A	4	1	1	1	2	AFR	NG107
HG03516	T1K	complete	B	4	0	0	0	0	AFR	NG107
HG03516	T1K	complete	C	4	1	1	0	1	AFR	NG107
HG03516	T1K	complete	DPA1	4	0	0	0	0	AFR	NG107
HG03516	T1K	complete	DPB1	4	1	1	1	2	AFR	NG107
HG03516	T1K	complete	DQA1	4	1	1	0	0	AFR	NG107
HG03516	T1K	complete	DQB1	4	1	1	0	0	AFR	NG107
HG03516	T1K	complete	DRB1	4	0	0	0	0	AFR	NG107
HG03516	ipd_genome	complete	A	2	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	B	2	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	C	2	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	DPA1	2	0	0	0	0	AFR	NG107
HG03516	ipd_genome	complete	DPB1	2	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	DQA1	2	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	DQB1	2	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	DRB1	2	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	A	4	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	B	4	0	0	0	0	AFR	NG107
HG03516	ipd_genome	complete	C	4	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	DPA1	4	0	0	0	0	AFR	NG107
HG03516	ipd_genome	complete	DPB1	4	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	DQA1	4	1	1	0	1	AFR	NG107
HG03516	ipd_genome	complete	DQB1	4	1	1	1	2	AFR	NG107
HG03516	ipd_genome	complete	DRB1	4	0	0	0	0	AFR	NG107
HG03516	all	complete	A	2	1	1	1	2	AFR	NG107
HG03516	all	complete	B	2	1	1	1	2	AFR	NG107
HG03516	all	complete	C	2	1	1	1	2	AFR	NG107
HG03516	all	complete	DPA1	2	0	0	0	0	AFR	NG107
HG03516	all	complete	DPB1	2	1	1	1	2	AFR	NG107
HG03516	all	complete	DQA1	2	1	1	1	2	AFR	NG107
HG03516	all	complete	DQB1	2	1	1	1	2	AFR	NG107
HG03516	all	complete	DRB1	2	1	1	1	2	AFR	NG107
HG03516	all	complete	A	4	1	1	1	2	AFR	NG107
HG03516	all	complete	B	4	0	0	0	0	AFR	NG107
HG03516	all	complete	C	4	1	1	1	2	AFR	NG107
HG03516	all	complete	DPA1	4	0	0	0	0	AFR	NG107
HG03516	all	complete	DPB1	4	1	1	1	2	AFR	NG107
HG03516	all	complete	DQA1	4	1	1	0	1	AFR	NG107
HG03516	all	complete	DQB1	4	1	1	1	2	AFR	NG107
HG03516	all	complete	DRB1	4	0	0	0	0	AFR	NG107
NA19185	T1K	complete	A	2	1	1	1	2	AFR	Y039
NA19185	T1K	complete	B	2	1	1	1	2	AFR	Y039
NA19185	T1K	complete	C	2	1	1	1	2	AFR	Y039
NA19185	T1K	complete	DPA1	2	1	1	1	2	AFR	Y039
NA19185	T1K	complete	DPB1	2	1	1	1	2	AFR	Y039
NA19185	T1K	complete	DQA1	2	1	1	1	2	AFR	Y039
NA19185	T1K	complete	DQB1	2	1	1	1	2	AFR	Y039
NA19185	T1K	complete	DRB1	2	1	1	1	2	AFR	Y039
NA19185	T1K	complete	A	4	1	1	1	2	AFR	Y039
NA19185	T1K	complete	B	4	0	0	0	0	AFR	Y039
NA19185	T1K	complete	C	4	1	1	1	2	AFR	Y039
NA19185	T1K	complete	DPA1	4	0	0	0	0	AFR	Y039
NA19185	T1K	complete	DPB1	4	1	1	0	1	AFR	Y039
NA19185	T1K	complete	DQA1	4	1	1	0	0	AFR	Y039
NA19185	T1K	complete	DQB1	4	1	1	0	0	AFR	Y039
NA19185	T1K	complete	DRB1	4	0	0	0	0	AFR	Y039
NA19185	ipd_genome	complete	A	2	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	B	2	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	C	2	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	DPA1	2	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	DPB1	2	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	DQA1	2	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	DQB1	2	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	DRB1	2	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	A	4	1	1	1	2	AFR	Y039
NA19185	ipd_genome	complete	B	4	0	0	0	0	AFR	Y039
